КодКлиента|Цена|ЦенаДоСкидки|ДРегСкидка|ДДнСкидки
10002280|534||||
160246057|535||||
10002999|458||||
1396894|98||||
36136887|458||||
1222496|482||||
9101662|361||||
160245191|560||||
1493546|534||||
100304737|391||||
140085025|534||||
330090570|482||||
160248351|482||||
160173329|482||||
140034579|362||||
330185427|361||||
470034897|482||||
1564278|560||||
60146142|535||||
22445559|482||||
23042709|98||||
160174630|431||||
87185322|482||||
140021116|560||||
470006300|391||||
330156216|361||||
23007237|98||||
140071274|535||||
330273684|482||||
23002987|482||||
180008414|482||||
22441125|391||||
22991958|560||||
36115713|361||||
1589365|361||||
36113479|560||||
690006007|482||||
36107597|534||||
140080830|534||||
1515423|534||||
70018105|533||||
310000252|432||||
1202774|361||||
330276637|482||||
130008831|535||||
1370271|482||||
30012599|482||||
87169988|366||||
36158589|482||||
9093220|482||||
160162185|482||||
70003620|560||||
87263042|456||||
160254314|560||||
690007303|560||||
60229052|360||||
60019043|482||||
1453248|391||||
140017424|361||||
70012038|560||||
140085408|535||||
1478634|364||||
610000999|364||||
1555489|482||||
130019085|560||||
36195570|560||||
36101670|365||||
690040220|480||||
22231597|362||||
87194995|368||||
140079952|535||||
330117310|560||||
140068283|361||||
60034869|362||||
9109023|482||||
1619568|360||||
330043905|391||||
9110275|482||||
60002724|533||||
81203984|391||||
330135265|560||||
1484207|560||||
160132334|368||||
620000128|360||||
60033693|361||||
470017876|535||||
850000174|482||||
1508716|482||||
350000072|362||||
22990124|560||||
160000187|98||||
9112757|391||||
1452319|560||||
140079358|560||||
140056175|368||||
910000524|361||||
140083000|482||||
140020573|368||||
930000425|560||||
1527668|533||||
36185529|368||||
1516692|534||||
330094001|535||||
130009205|482||||
100318821|391||||
36116058|560||||
470036001|530||||
66685617|482||||
60211138|482||||
160260561|482||||
160260614|482||||
9117695|482||||
1527668|533||||
1527668|533||||
1527668|533||||
330174282|535||||
160120658|560||||
1487191|535||||
9115397|534||||
160095014|482||||
690011889|535||||
690000427|368||||
130009381|482||||
60122500|360||||
36146029|361||||
330234927|362||||
1400341|391||||
60023718|391||||
36161085|360||||
690031103|362||||
160261737|482||||
330245746|482||||
330266936|534||||
600001185|482||||
330262526|535||||
710001187|531||||
300003729|360||||
60576719|360||||
1377477|98||||
60037460|560||||
160264127|391||||
22233138|361||||
1305545|482||||
470006690|482||||
140072004|560||||
100328052|535||||
190012785|361||||
100018060|362||||
160184914|482||||
1412592|482||||
320000319|482||||
60084762|534||||
160095080|560||||
9202|391||||
9202|391||||
36142343|535||||
280000060|368||||
330079829|482||||
690002692|535||||
1592096|535||||
160139191|535||||
160268947|482||||
62232198|482||||
1542088|535||||
87195495|482||||
470034243|361||||
9126384|560||||
81139511|482||||
23017886|482||||
9125563|482||||
22449904|482||||
130006593|482||||
66668103|361||||
330005800|482||||
87247999|361||||
9128009|482||||
60036782|361||||
1439209|482||||
90010208|364||||
1438797|482||||
320000421|482||||
22231597|362||||
330141287|361||||
1456659|560||||
121936|560||||
60042604|361||||
10003925|98||||
160272433|482||||
880000057|360||||
690013414|391||||
1406700|482||||
60043010|361||||
690002640|482||||
1618850|436||||
140022714|482||||
60006949|482||||
1393068|482||||
87254423|535||||
36131000|482||||
690026755|482||||
330133295|560||||
1580891|560||||
55002649|534||||
22231597|362||||
330069733|360||||
330056696|361||||
53617|482||||
36112477|535||||
23040930|535||||
36178906|98||||
60023520|482||||
330069733|360||||
160276907|391||||
22454419|482||||
22231759|560||||
1595641|533||||
9134085|391||||
160279051|482||||
160193569|482||||
60176521|482||||
1239733|482||||
60134401|534||||
60041610|364||||
55005620|482||||
36121132|535||||
330051106|482||||
160280556|482||||
160280691|560||||
130003616|391||||
160280791|482||||
1188373|535||||
330255175|560||||
330210341|366||||
330018858|482||||
60208559|482||||
60085819|482||||
130002762|534||||
90001156|98||||
9137391|560||||
9202|391||||
470000850|482||||
9202|482||||
60043179|534||||
140016520|535||||
470069978|560||||
1481520|482||||
9138214|482||||
690000663|361||||
160282996|482||||
470025518|482||||
330281820|482||||
60035871|532||||
22441049|431||||
1130073|98||||
620001190|432||||
1491349|364||||
9139880|482||||
60197251|361||||
40009555|391||||
1437401|482||||
140043650|560||||
820001971|391||||
820002139|482||||
60136225|482||||
160224617|368||||
70016517|368||||
9144395|482||||
470061128|482||||
260000654|560||||
330031752|366||||
140087097|535||||
9144780|482||||
87208980|535||||
8075|391||||
100333685|482||||
360002272|482||||
1287909|560||||
190010531|560||||
140047787|482||||
69998750|362||||
330132733|560||||
470038572|535||||
59456|360||||
160276940|534||||
330221023|482||||
330283083|482||||
160285169|391||||
1421859|391||||
160285335|482||||
330237300|482||||
160117536|482||||
330071597|98||||
330284352|391||||
330187967|560||||
470077156|535||||
160076107|360||||
23001008|560||||
1130236|361||||
36164526|560||||
100345053|482||||
130013120|560||||
330273778|532||||
330285320|391||||
36124183|482||||
100325393|482||||
140021448|482||||
1493666|360||||
60041560|482||||
1549680|361||||
69996898|482||||
690029158|482||||
330286802|482||||
330286876|482||||
87262507|480||||
330057424|534||||
81132428|436||||
330123254|482||||
160289785|482||||
36100568|535||||
880003349|391||||
23032703|482||||
100145199|535||||
1153216|482||||
820002556|482||||
1130236|361||||
820005227|482||||
820005235|482||||
820005282|391||||
160290874|391||||
81124392|391||||
330025296|560||||
160262201|534||||
330163042|482||||
100221068|482||||
60062377|560||||
330088098|482||||
1486192|98||||
160291710|391||||
60575486|482||||
36106408|361||||
140043047|364||||
160054889|391||||
160103425|482||||
690025441|482||||
55894|560||||
330290573|482||||
330131909|482||||
330195058|482||||
60183488|431||||
330110013|482||||
100351396|482||||
160110641|482||||
330000554|535||||
330285197|482||||
330136007|482||||
330190614|482||||
590000364|361||||
330079339|560||||
330288728|360||||
330291716|482||||
330030011|431||||
330283484|560||||
1387720|98||||
160292259|534||||
140034904|391||||
160295109|391||||
330292078|482||||
690045128|391||||
1560224|560||||
140025027|368||||
160295533|482||||
160296156|482||||
1607580|535||||
140029791|368||||
100000518|560||||
160243570|535||||
260001485|535||||
160294705|431||||
160221385|360||||
1618603|482||||
160296852|482||||
87176477|535||||
330010112|366||||
470004558|360||||
70000384|436||||
9130694|361||||
240001837|560||||
260001488|434||||
90001996|360||||
160060200|534||||
23014281|535||||
330194598|482||||
22455088|361||||
690003523|482||||
1608767|98||||
470021858|560||||
840000334|535||||
51462|482||||
23040459|560||||
1197156|534||||
330184040|365||||
230000140|534||||
22446863|432||||
690016681|482||||
160300461|482||||
230000302|368||||
1452513|482||||
90010141|482||||
160301098|482||||
22456021|482||||
120000124|482||||
100356661|535||||
36165554|560||||
330298026|482||||
52905|560||||
160301685|482||||
1220609|360||||
1508582|535||||
160177582|432||||
9146584|482||||
22223307|361||||
160302477|391||||
87218992|366||||
820006740|482||||
820006872|482||||
820007090|482||||
820007226|391||||
820007551|482||||
820012211|482||||
820013584|482||||
820016063|482||||
820017190|482||||
820017696|482||||
820018711|482||||
820021024|482||||
820021769|391||||
610000318|98||||
160280602|368||||
1519880|360||||
330152389|535||||
330206323|482||||
330300455|482||||
1359751|431||||
160304465|482||||
330266391|482||||
330211885|482||||
160248173|366||||
81133917|482||||
100177768|482||||
62231225|482||||
36181396|482||||
160305028|482||||
140025094|560||||
160277239|482||||
60039063|482||||
330208790|482||||
330072077|560||||
100360684|535||||
100360817|482||||
230000221|434||||
90009078|482||||
330091269|560||||
60042066|431||||
1307299|432||||
60015149|362||||
160306592|482||||
36128760|534||||
330302665|482||||
87228196|482||||
160306914|482||||
410000610|458||||
1204295|482||||
61229403|535||||
330053398|560||||
60236|560||||
87235500|391||||
330050104|535||||
10003938|482||||
60118247|482||||
1485732|482||||
160035140|482||||
1399153|560||||
1399938|391||||
360000511|560||||
330304128|482||||
160308143|482||||
60036868|482||||
22463175|432||||
330184040|365||||
470027857|535||||
330184040|365||||
820025004|482||||
22999326|560||||
160308840|482||||
62233034|535||||
60574879|482||||
330305216|482||||
160309467|482||||
60117704|368||||
40009532|368||||
380002724|391||||
160305101|482||||
22454730|560||||
690029602|535||||
36138503|560||||
330215824|482||||
100363720|482||||
330305303|391||||
100112065|482||||
81127962|560||||
160311129|482||||
330306890|482||||
330055930|534||||
330065499|534||||
1478857|560||||
330166421|482||||
100362742|482||||
160183803|482||||
470049876|444||||
87236471|560||||
330279362|482||||
60022760|560||||
140031164|482||||
160275128|431||||
330167679|535||||
22462022|482||||
1435881|368||||
87254572|482||||
160313199|482||||
78927|482||||
87188568|360||||
60040688|368||||
55048|434||||
160313992|482||||
690038891|444||||
100367132|482||||
36133362|368||||
36139761|368||||
36168114|368||||
160315006|482||||
23012559|535||||
160078793|482||||
330176330|560||||
160316463|534||||
160073695|361||||
600000141|533||||
87204889|362||||
330244478|534||||
590001670|431||||
160146087|431||||
66668103|361||||
9124197|535||||
690013935|482||||
160320193|482||||
87169053|391||||
160246398|560||||
330026400|560||||
87191689|431||||
60038453|535||||
880001796|432||||
160321653|482||||
470073724|361||||
60019074|535||||
87220780|366||||
160322593|482||||
60181347|361||||
130010586|535||||
330038152|431||||
9152402|482||||
60229052|560||||
55003729|451||||
330201673|534||||
60092461|535||||
330044709|535||||
100296945|482||||
160313410|482||||
30004367|535||||
100370633|482||||
330126134|482||||
1286037|431||||
360002107|535||||
81136119|482||||
160328340|482||||
470020049|482||||
330308441|456||||
160285962|482||||
160324909|482||||
160183180|364||||
22990853|482||||
52878|434||||
100372212|482||||
160318866|482||||
160139061|482||||
330067057|482||||
470001502|560||||
160330731|482||||
330284382|391||||
160331243|482||||
160331476|482||||
30000313|534||||
87225513|482||||
1443306|482||||
470049007|560||||
470059964|482||||
1445947|365||||
22238425|364||||
160179000|431||||
160212566|391||||
160332246|482||||
160332402|482||||
1549598|482||||
470006986|534||||
470054582|361||||
160333033|482||||
160236726|535||||
60030488|431||||
130006973|534||||
160333592|482||||
60069456|455||||
100134188|482||||
87164574|391||||
23008749|560||||
310002166|368||||
710001117|361||||
160335655|482||||
710001185|560||||
160298440|560||||
87191207|535||||
160335831|482||||
60069284|482||||
60096110|535||||
960000299|432||||
330121435|560||||
160336528|482||||
1444569|435||||
87237148|368||||
60026660|361||||
160337151|482||||
160114544|482||||
130002850|366||||
1578576|437||||
160324288|431||||
620001105|361||||
170000037|535||||
470054680|534||||
60040290|535||||
820048218|391||||
820048370|391||||
820049359|482||||
820049377|482||||
820050887|482||||
1514452|482||||
321001057|535||||
70006905|560||||
23042027|482||||
330068022|362||||
690003978|365||||
160195842|391||||
160331444|482||||
87171964|98||||
60097561|482||||
9175728|482||||
60051602|360||||
590001688|534||||
9181669|482||||
30013891|560||||
470059392|482||||
9182171|482||||
69999454|482||||
160342412|482||||
160342639|482||||
160179438|360||||
160016707|535||||
160342644|482||||
87262869|560||||
23036011|560||||
30011655|366||||
9183792|482||||
1154064|535||||
160344516|535||||
1484420|482||||
330182529|482||||
470076788|560||||
36101908|456||||
160293535|535||||
36187381|366||||
36160475|482||||
100374589|482||||
910000110|98||||
1232658|534||||
330096402|391||||
330191896|560||||
160251678|482||||
36115027|456||||
140021303|368||||
58178|364||||
160190539|368||||
6043|391||||
90000688|482||||
470015482|482||||
87177871|98||||
470021078|482||||
30002431|482||||
160345582|482||||
61229996|98||||
130002722|431||||
470079624|482||||
160302366|534||||
130013223|368||||
60032865|535||||
87190623|560||||
330001906|560||||
1233875|391||||
22998836|560||||
690006770|364||||
820018954|391||||
36101915|98||||
60042942|535||||
23038257|535||||
87255814|368||||
690019510|432||||
330142296|560||||
9181203|482||||
9185450|534||||
160319069|560||||
60006984|431||||
160141859|482||||
330223955|368||||
36148468|456||||
87251478|482||||
130007083|366||||
160292875|360||||
60574676|560||||
160154442|361||||
330068665|482||||
87175099|535||||
60186984|98||||
1348207|391||||
1307534|361||||
9131825|361||||
9186041|391||||
1454158|482||||
160119388|482||||
160348100|391||||
330188570|482||||
100272731|560||||
36113613|366||||
1349331|391||||
36162843|482||||
140049000|535||||
1559967|535||||
160349671|482||||
60029787|482||||
100382181|482||||
130000958|368||||
140083414|482||||
1505997|534||||
36104015|432||||
440000130|482||||
9187892|482||||
60028654|535||||
160326473|482||||
60208553|560||||
1601750|482||||
640001041|482||||
330296769|362||||
160351071|482||||
180001665|368||||
470024955|560||||
330040108|482||||
160273539|482||||
22450439|535||||
470052679|482||||
9112639|535||||
330287105|560||||
36102119|367||||
22995418|482||||
9127792|482||||
1585862|535||||
244445707|368||||
1382018|534||||
330242449|391||||
22001585|432||||
140063374|98||||
140043047|364||||
160353767|482||||
1478183|535||||
1533429|534||||
330224010|482||||
8347|534||||
36138568|362||||
330075158|560||||
36108489|482||||
100384951|391||||
160346796|560||||
330120617|368||||
360002432|535||||
330094417|482||||
87220135|368||||
160334519|482||||
910000438|361||||
1375962|482||||
9190869|482||||
9190932|482||||
600000141|533||||
30002798|535||||
36207991|368||||
36114080|361||||
60075869|535||||
70014725|535||||
60057900|535||||
1188625|482||||
61111126|482||||
330002002|482||||
36160541|434||||
36107062|434||||
140022754|360||||
1546048|482||||
10003860|431||||
380003029|482||||
1375117|482||||
160117227|482||||
180002962|560||||
350001231|361||||
128348|560||||
116025|560||||
160293564|482||||
1130236|364||||
180000572|98||||
330240266|458||||
140025389|432||||
9095461|482||||
36128433|534||||
140011809|535||||
36186279|482||||
9180654|362||||
1519186|434||||
81201102|366||||
1479055|535||||
330129383|534||||
36158848|482||||
380000042|368||||
117766|482||||
690000931|362||||
66831|560||||
160256375|560||||
160207547|366||||
9052664|535||||
160131311|482||||
160313574|482||||
160347284|360||||
690027999|560||||
130016224|482||||
600000141|533||||
330299949|535||||
60013843|560||||
87180656|368||||
330024094|534||||
9192903|482||||
