IDprocess|Date|Mark|Clicode|Reason1|Reason1More
2586768|2023-07-15 11:53:40|5|9085591|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
2586931|2023-07-15 19:22:56|5|100122107|Комплектация заказа|Пересорт, некомплект
2586972|2023-07-15 23:15:10|1|90107736|Срок поставки|Срыв сроков поставки из-за задержки приема товара на ЛЦ
2587070|2023-07-16 11:54:08|4|1352717|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
2587162|2023-07-16 16:57:11|5|9073277|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
2587829|2023-07-17 10:08:35|5|100041843|Комплектация заказа|Возврат/брак
2587851|2023-07-17 10:14:07|5|160268088|Срок поставки|Срыв сроков поставки от поставщика
2587910|2023-07-17 10:26:37|3|440131456|Работа персонала ЭТМ|Менеджер не помогает (долго, забывает, не дозвониться, не выполняет обещанного и т.д.)
2588047|2023-07-17 10:55:42|5|1615603|Организация сервиса при самовывозе|Скорость обслуживания
2588295|2023-07-17 11:43:50|4|9091932|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
2588330|2023-07-17 11:49:29|1|100014925|Организация сервиса при доставке|Удобство сервиса доставки
2588441|2023-07-17 12:17:35|4|87161653|Организация сервиса при доставке|Срыв сроков доставки
2589898|2023-07-18 05:14:31|1|160129910|Комплектация заказа|Пересорт, некомплект
2590220|2023-07-18 09:07:57|5|1337245|Организация сервиса при самовывозе|Скорость обслуживания
2590390|2023-07-18 09:41:58|4|78096|Организация сервиса при самовывозе|Скорость обслуживания
2590615|2023-07-18 10:27:37|2|160241522|Срок поставки|Срыв сроков поставки от поставщика
2590817|2023-07-18 10:58:32|5|90116757|Цена|Другое
2590970|2023-07-18 11:33:54|2|60048961|Организация сервиса при доставке|Срыв сроков доставки
2591166|2023-07-18 12:13:56|1|440143860|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
2591217|2023-07-18 12:25:03|1|330218084|Организация сервиса при самовывозе|Скорость обслуживания
2591266|2023-07-18 12:40:58|1|140035446|Организация сервиса при самовывозе|Скорость обслуживания
2591282|2023-07-18 12:45:17|1|100164964|Сервис iPRO (сайт, мобильное приложение)|Web-версия: регистрация, поиск, неработающие функции, юзабилити
2591486|2023-07-18 13:33:33|5|160025162|Срок поставки|Срыв сроков поставки от поставщика
